	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
DDR2	5.54E-247	0.666189	0.555	0.235	1.11E-243	Adipocytes	DDR2
MDFIC	1.24E-244	0.700363	0.771	0.67	2.47E-241	Adipocytes	MDFIC
DLG2	6.59E-241	0.567938	0.705	0.411	1.32E-237	Adipocytes	DLG2
MYOM1	3.05E-239	0.693489	0.536	0.247	6.10E-236	Adipocytes	MYOM1
FHL1	3.14E-236	0.982172	0.549	0.263	6.28E-233	Adipocytes	FHL1
LYPLAL1	5.54E-228	0.973935	0.647	0.448	1.11E-224	Adipocytes	LYPLAL1
GTDC1	4.35E-226	0.631069	0.695	0.431	8.70E-223	Adipocytes	GTDC1
GAB2	5.82E-219	0.671031	0.603	0.292	1.16E-215	Adipocytes	GAB2
SOS1	7.43E-217	0.654468	0.815	0.743	1.49E-213	Adipocytes	SOS1
PLCB1	2.52E-215	0.523655	0.705	0.433	5.03E-212	Adipocytes	PLCB1
MAP3K20	1.47E-213	0.796521	0.569	0.273	2.93E-210	Adipocytes	MAP3K20
ADIRF	4.55E-213	0.7915	0.523	0.251	9.09E-210	Adipocytes	ADIRF
EPB41L3	5.30E-212	0.688819	0.51	0.214	1.06E-208	Adipocytes	EPB41L3
ALDH2	2.98E-211	0.952652	0.503	0.184	5.96E-208	Adipocytes	ALDH2
UGP2	1.13E-208	0.834121	0.679	0.486	2.27E-205	Adipocytes	UGP2
RUNX1T1	3.13E-198	0.538619	0.555	0.222	6.26E-195	Adipocytes	RUNX1T1
KANK1	5.23E-184	0.63647	0.59	0.323	1.05E-180	Adipocytes	KANK1
NAMPT	2.69E-183	0.573138	0.557	0.303	5.38E-180	Adipocytes	NAMPT
SPATS2L	4.67E-170	0.603527	0.533	0.259	9.34E-167	Adipocytes	SPATS2L
SVIL	4.61E-166	0.718944	0.681	0.504	9.21E-163	Adipocytes	SVIL
C1orf21	1.62E-165	0.578335	0.538	0.285	3.25E-162	Adipocytes	C1orf21
FOXO3	2.29E-164	0.62138	0.664	0.458	4.58E-161	Adipocytes	FOXO3
CAPS2	4.83E-161	0.578522	0.515	0.277	9.66E-158	Adipocytes	CAPS2
LRIG1	4.83E-157	0.882349	0.633	0.468	9.65E-154	Adipocytes	LRIG1
LPIN1	6.18E-157	0.901671	0.629	0.486	1.24E-153	Adipocytes	LPIN1
PPARA	4.82E-154	0.537211	0.526	0.281	9.65E-151	Adipocytes	PPARA
BCKDHB	3.28E-147	0.750353	0.618	0.435	6.57E-144	Adipocytes	BCKDHB
ORC2	6.21E-144	0.767124	0.644	0.525	1.24E-140	Adipocytes	ORC2
HACD2	2.69E-143	0.807492	0.549	0.339	5.38E-140	Adipocytes	HACD2
HIPK3	3.15E-142	0.592014	0.689	0.543	6.29E-139	Adipocytes	HIPK3
WDPCP	2.34E-138	0.633945	0.685	0.54	4.67E-135	Adipocytes	WDPCP
STK38L	9.01E-129	0.604501	0.568	0.363	1.80E-125	Adipocytes	STK38L
RTN4	6.49E-113	0.565009	0.675	0.562	1.30E-109	Adipocytes	RTN4
CHPT1	1.29E-105	0.591415	0.538	0.343	2.58E-102	Adipocytes	CHPT1
MECOM	9.09E-103	0.556822	0.697	0.59	1.82E-99	Adipocytes	MECOM
ABCD2	6.36E-100	0.777234	0.57	0.422	1.27E-96	Adipocytes	ABCD2
GPD2	7.09E-93	0.737672	0.574	0.426	1.42E-89	Adipocytes	GPD2
ZNF438	3.68E-74	0.526038	0.542	0.363	7.36E-71	Adipocytes	ZNF438
ADIPOR2	2.91E-51	0.578838	0.534	0.41	5.83E-48	Adipocytes	ADIPOR2
CD109	2.01E-265	1.30377	0.622	0.276	4.02E-262	CD4+ T-cells	CD109
ACTR3C	5.47E-154	0.727942	0.617	0.334	1.09E-150	CD4+ T-cells	ACTR3C
SLC16A10	9.25E-133	0.630952	0.649	0.391	1.85E-129	CD4+ T-cells	SLC16A10
PLCB11	4.22E-121	0.859902	0.712	0.438	8.43E-118	CD4+ T-cells	PLCB1
RAPGEF5	1.19E-64	1.673266	0.525	0.263	2.37E-61	CD4+ T-cells	RAPGEF5
KIAA1217	3.73E-59	0.938165	0.548	0.268	7.46E-56	CD4+ T-cells	KIAA1217
PRKG1	1.84E-55	0.6672	0.555	0.28	3.69E-52	CD4+ T-cells	PRKG1
ESRRG	9.70E-43	2.383254	0.506	0.264	1.94E-39	CD4+ T-cells	ESRRG
ALCAM	4.56E-21	0.528059	0.505	0.321	9.11E-18	CD4+ T-cells	ALCAM
SLCO5A1	5.37E-10	0.847752	0.57	0.577	1.07E-06	CD4+ T-cells	SLCO5A1
CPEB4	2.87E-06	0.586417	0.534	0.395	0.005737	CD4+ T-cells	CPEB4
FRMD4B	0	2.596171	0.895	0.255	0	Macrophages	FRMD4B
RBM47	0	2.328907	0.921	0.208	0	Macrophages	RBM47
KCNMA1	0	2.315949	0.778	0.141	0	Macrophages	KCNMA1
SPRED1	0	2.092038	0.79	0.205	0	Macrophages	SPRED1
CD163L1	0	2.0803	0.668	0.123	0	Macrophages	CD163L1
TFEC	0	1.990444	0.733	0.117	0	Macrophages	TFEC
F13A1	0	1.987134	0.625	0.121	0	Macrophages	F13A1
LGMN	0	1.984721	0.724	0.16	0	Macrophages	LGMN
SLC8A1	0	1.936139	0.81	0.219	0	Macrophages	SLC8A1
DMXL2	0	1.918823	0.748	0.212	0	Macrophages	DMXL2
IL18	0	1.885658	0.727	0.146	0	Macrophages	IL18
RGL1	0	1.871129	0.787	0.263	0	Macrophages	RGL1
LRMDA1	0	1.767061	0.94	0.345	0	Macrophages	LRMDA
COLEC12	0	1.702167	0.69	0.159	0	Macrophages	COLEC12
PDGFC1	0	1.675798	0.8	0.214	0	Macrophages	PDGFC
MS4A4E	0	1.667157	0.721	0.096	0	Macrophages	MS4A4E
FMN1	0	1.629671	0.649	0.14	0	Macrophages	FMN1
SELENOP	0	1.610826	0.716	0.208	0	Macrophages	SELENOP
MTSS1	0	1.609638	0.756	0.238	0	Macrophages	MTSS1
ATP8B4	0	1.605421	0.742	0.161	0	Macrophages	ATP8B4
MRC1	0	1.587182	0.659	0.149	0	Macrophages	MRC1
MAN1A1	0	1.575553	0.84	0.378	0	Macrophages	MAN1A1
CD163	0	1.572611	0.588	0.066	0	Macrophages	CD163
CTSB	0	1.53956	0.762	0.333	0	Macrophages	CTSB
PLAUR	0	1.527102	0.73	0.132	0	Macrophages	PLAUR
ITGAX	0	1.52153	0.632	0.108	0	Macrophages	ITGAX
HCK	0	1.504109	0.758	0.105	0	Macrophages	HCK
SAT1	0	1.478508	0.785	0.448	0	Macrophages	SAT1
PLEK	0	1.459781	0.672	0.157	0	Macrophages	PLEK
ZEB21	0	1.453587	0.852	0.344	0	Macrophages	ZEB2
ABCA11	0	1.445875	0.8	0.317	0	Macrophages	ABCA1
WDFY31	0	1.443021	0.795	0.267	0	Macrophages	WDFY3
CPVL	0	1.395791	0.716	0.129	0	Macrophages	CPVL
PID1	0	1.378033	0.765	0.187	0	Macrophages	PID1
ZSWIM6	0	1.374015	0.885	0.567	0	Macrophages	ZSWIM6
1-Mar	0	1.3269	0.739	0.183	0	Macrophages	1-Mar
SPI1	0	1.325705	0.678	0.114	0	Macrophages	SPI1
ZNF710	0	1.309819	0.759	0.31	0	Macrophages	ZNF710
MEF2C	0	1.288679	0.742	0.268	0	Macrophages	MEF2C
ATG7	0	1.266845	0.881	0.589	0	Macrophages	ATG7
CSF1R	0	1.238423	0.685	0.112	0	Macrophages	CSF1R
SLC9A9	0	1.228171	0.913	0.638	0	Macrophages	SLC9A9
AOAH1	0	1.223195	0.915	0.514	0	Macrophages	AOAH
BMP2K	0	1.208287	0.794	0.373	0	Macrophages	BMP2K
QKI1	0	1.192118	0.824	0.534	0	Macrophages	QKI
CSF2RA	0	1.175237	0.651	0.142	0	Macrophages	CSF2RA
RTN1	0	1.145462	0.662	0.133	0	Macrophages	RTN1
FOS	0	1.11932	0.842	0.292	0	Macrophages	FOS
CCSER1	0	1.097669	0.794	0.294	0	Macrophages	CCSER1
CD86	0	1.081673	0.732	0.125	0	Macrophages	CD86
LYVE1	0	1.03489	0.542	0.102	0	Macrophages	LYVE1
FAM46A	0	1.023821	0.751	0.204	0	Macrophages	FAM46A
ADGRE2	0	1.016638	0.684	0.097	0	Macrophages	ADGRE2
CCDC88A	0	1.012611	0.811	0.306	0	Macrophages	CCDC88A
HLA-DRB1	0	1.004313	0.836	0.221	0	Macrophages	HLA-DRB1
RNF1301	0	0.986481	0.803	0.34	0	Macrophages	RNF130
GRK31	0	0.970124	0.779	0.305	0	Macrophages	GRK3
LILRB5	0	0.940987	0.599	0.081	0	Macrophages	LILRB5
FGD2	0	0.919777	0.72	0.144	0	Macrophages	FGD2
PLA2G7	0	0.898144	0.671	0.07	0	Macrophages	PLA2G7
CIITA	0	0.893511	0.698	0.182	0	Macrophages	CIITA
VCAM1	0	0.854782	0.634	0.135	0	Macrophages	VCAM1
FUCA1	0	0.852281	0.64	0.198	0	Macrophages	FUCA1
PAPSS2	0	0.817021	0.693	0.145	0	Macrophages	PAPSS2
CLEC7A	0	0.797719	0.738	0.076	0	Macrophages	CLEC7A
ARHGAP22	0	0.776105	0.636	0.134	0	Macrophages	ARHGAP22
IL1B	0	0.763122	0.534	0.096	0	Macrophages	IL1B
IGF11	0	0.746112	0.682	0.19	0	Macrophages	IGF1
CD83	0	0.720656	0.756	0.204	0	Macrophages	CD83
LYZ	0	0.719284	0.781	0.215	0	Macrophages	LYZ
EMILIN2	0	0.718354	0.719	0.214	0	Macrophages	EMILIN2
FCGR2A	0	0.715391	0.578	0.096	0	Macrophages	FCGR2A
TM6SF1	0	0.682065	0.728	0.148	0	Macrophages	TM6SF1
LST1	0	0.659211	0.686	0.186	0	Macrophages	LST1
MAFB	0	0.639478	0.657	0.205	0	Macrophages	MAFB
ST3GAL6	0	0.612029	0.673	0.171	0	Macrophages	ST3GAL6
SMPDL3A	0	0.599641	0.595	0.13	0	Macrophages	SMPDL3A
DUSP1	0	0.598377	0.795	0.276	0	Macrophages	DUSP1
GNB4	0	0.579272	0.687	0.193	0	Macrophages	GNB4
PPM1H	0	0.570622	0.688	0.13	0	Macrophages	PPM1H
ENTPD1	0	0.5601	0.761	0.275	0	Macrophages	ENTPD1
MPEG1	0	0.549474	0.599	0.129	0	Macrophages	MPEG1
FOSB	0	0.532702	0.668	0.217	0	Macrophages	FOSB
KMO	0	0.530523	0.712	0.098	0	Macrophages	KMO
TNFSF13B	0	0.528065	0.751	0.269	0	Macrophages	TNFSF13B
ALOX5	0	0.526441	0.67	0.168	0	Macrophages	ALOX5
RGS1	0	0.51348	0.769	0.337	0	Macrophages	RGS1
CST3	0	0.512788	0.724	0.223	0	Macrophages	CST3
CD14	0	0.511002	0.606	0.126	0	Macrophages	CD14
TMEM144	0	0.508164	0.625	0.175	0	Macrophages	TMEM144
FGR	0	0.507936	0.704	0.15	0	Macrophages	FGR
BASP1	1.01E-307	0.534372	0.675	0.194	2.01E-304	Macrophages	BASP1
HLA-DPB1	1.07E-307	0.623274	0.768	0.324	2.14E-304	Macrophages	HLA-DPB1
MCTP1	1.46E-306	1.038675	0.71	0.215	2.93E-303	Macrophages	MCTP1
PLD11	3.64E-296	1.011667	0.718	0.231	7.28E-293	Macrophages	PLD1
UBE2E21	1.39E-294	0.86762	0.841	0.412	2.78E-291	Macrophages	UBE2E2
GSAP	2.81E-293	1.276164	0.752	0.358	5.62E-290	Macrophages	GSAP
ITSN11	8.85E-292	1.146939	0.733	0.285	1.77E-288	Macrophages	ITSN1
VAV2	2.42E-290	0.711457	0.65	0.18	4.84E-287	Macrophages	VAV2
RAB31	9.57E-290	1.240275	0.67	0.171	1.91E-286	Macrophages	RAB31
NECTIN2	1.47E-287	0.534815	0.634	0.155	2.93E-284	Macrophages	NECTIN2
CMKLR1	1.98E-286	1.297574	0.598	0.1	3.95E-283	Macrophages	CMKLR1
ENPP21	5.18E-285	1.666827	0.654	0.168	1.04E-281	Macrophages	ENPP2
OSBPL1A1	1.62E-282	0.675859	0.732	0.253	3.25E-279	Macrophages	OSBPL1A
DENND3	1.09E-281	0.835618	0.66	0.215	2.18E-278	Macrophages	DENND3
HLA-DRB5	1.35E-279	0.575031	0.7	0.297	2.69E-276	Macrophages	HLA-DRB5
SYK	1.36E-268	1.19627	0.66	0.17	2.72E-265	Macrophages	SYK
ETV5	6.60E-268	0.769578	0.595	0.15	1.32E-264	Macrophages	ETV5
RBPJ	1.58E-266	1.567585	0.862	0.546	3.17E-263	Macrophages	RBPJ
SLC4A8	4.56E-263	0.624707	0.66	0.226	9.11E-260	Macrophages	SLC4A8
SLC40A1	1.49E-260	1.610196	0.647	0.205	2.98E-257	Macrophages	SLC40A1
PIK3AP1	1.82E-260	1.351649	0.648	0.175	3.64E-257	Macrophages	PIK3AP1
DOCK4	5.25E-256	1.044124	0.719	0.262	1.05E-252	Macrophages	DOCK4
TRPS11	3.26E-255	1.027005	0.849	0.596	6.53E-252	Macrophages	TRPS1
SNCA	6.36E-252	0.523993	0.569	0.122	1.27E-248	Macrophages	SNCA
IRF8	7.67E-251	0.525285	0.612	0.157	1.53E-247	Macrophages	IRF8
STAB1	1.80E-249	1.210862	0.605	0.132	3.60E-246	Macrophages	STAB1
HDAC9	1.25E-247	1.498772	0.694	0.261	2.50E-244	Macrophages	HDAC9
NRP11	3.58E-247	1.157488	0.695	0.254	7.16E-244	Macrophages	NRP1
ARHGAP18	5.04E-247	1.493565	0.674	0.247	1.01E-243	Macrophages	ARHGAP18
FMNL2	7.37E-247	1.474116	0.69	0.259	1.47E-243	Macrophages	FMNL2
RNF144B	1.85E-240	0.806922	0.655	0.212	3.70E-237	Macrophages	RNF144B
ITGAM	1.16E-239	0.897725	0.588	0.142	2.32E-236	Macrophages	ITGAM
TYMP	1.11E-237	0.552155	0.637	0.203	2.22E-234	Macrophages	TYMP
RAB20	1.52E-237	0.99352	0.607	0.139	3.04E-234	Macrophages	RAB20
FPR3	4.40E-237	1.204384	0.582	0.089	8.81E-234	Macrophages	FPR3
TBXAS1	2.54E-234	1.267911	0.677	0.26	5.09E-231	Macrophages	TBXAS1
MITF1	4.10E-234	1.264853	0.657	0.197	8.21E-231	Macrophages	MITF
CHN2	4.57E-234	1.452596	0.668	0.228	9.13E-231	Macrophages	CHN2
FCGR2C	3.72E-232	0.801432	0.553	0.116	7.44E-229	Macrophages	FCGR2C
LPCAT2	5.26E-226	0.624929	0.591	0.135	1.05E-222	Macrophages	LPCAT2
SEMA4A	2.64E-225	0.632296	0.595	0.15	5.27E-222	Macrophages	SEMA4A
RUFY3	2.19E-224	0.696281	0.817	0.395	4.38E-221	Macrophages	RUFY3
TIMD4	1.11E-223	0.912114	0.587	0.127	2.22E-220	Macrophages	TIMD4
NPL	4.45E-215	1.467444	0.618	0.165	8.90E-212	Macrophages	NPL
HRH1	1.87E-213	1.35418	0.592	0.125	3.74E-210	Macrophages	HRH1
PLXDC2	1.84E-210	0.885913	0.71	0.285	3.68E-207	Macrophages	PLXDC2
DSCAML1	3.73E-209	0.823066	0.592	0.171	7.45E-206	Macrophages	DSCAML1
MS4A6A	4.93E-207	1.478764	0.585	0.08	9.86E-204	Macrophages	MS4A6A
MVB12B	3.34E-205	0.981516	0.72	0.36	6.67E-202	Macrophages	MVB12B
CCDC170	3.45E-202	0.770371	0.582	0.13	6.91E-199	Macrophages	CCDC170
CTSC	9.69E-202	1.535986	0.706	0.389	1.94E-198	Macrophages	CTSC
SEPT111	1.92E-198	0.904599	0.725	0.346	3.84E-195	Macrophages	11-Sep
LILRB4	2.48E-190	0.656287	0.529	0.069	4.96E-187	Macrophages	LILRB4
LMNA	2.98E-188	0.782535	0.64	0.225	5.96E-185	Macrophages	LMNA
ACER31	1.58E-185	0.695396	0.727	0.311	3.15E-182	Macrophages	ACER3
NPAS31	4.23E-184	0.900161	0.637	0.222	8.46E-181	Macrophages	NPAS3
ME11	1.11E-183	1.454871	0.618	0.191	2.21E-180	Macrophages	ME1
EEPD11	1.77E-182	0.780395	0.641	0.229	3.54E-179	Macrophages	EEPD1
SLC1A31	2.77E-180	0.59385	0.6	0.159	5.55E-177	Macrophages	SLC1A3
ICAM1	1.28E-173	1.11545	0.586	0.142	2.56E-170	Macrophages	ICAM1
FCHO2	3.89E-172	1.173428	0.635	0.234	7.77E-169	Macrophages	FCHO2
TNFAIP2	4.89E-170	1.09456	0.617	0.184	9.79E-167	Macrophages	TNFAIP2
NABP1	7.67E-170	0.859647	0.797	0.485	1.53E-166	Macrophages	NABP1
IL1RAP	6.32E-167	0.535704	0.646	0.267	1.26E-163	Macrophages	IL1RAP
SIGLEC1	4.57E-165	1.558483	0.569	0.092	9.14E-162	Macrophages	SIGLEC1
WLS	1.74E-164	0.871046	0.582	0.177	3.48E-161	Macrophages	WLS
RASSF4	1.09E-163	1.331334	0.6	0.168	2.19E-160	Macrophages	RASSF4
GAB21	2.70E-161	1.083852	0.664	0.296	5.39E-158	Macrophages	GAB2
RASAL2	5.30E-161	0.564504	0.702	0.309	1.06E-157	Macrophages	RASAL2
SCN9A	3.54E-156	1.409273	0.553	0.103	7.07E-153	Macrophages	SCN9A
EPSTI1	6.14E-153	0.540201	0.756	0.39	1.23E-149	Macrophages	EPSTI1
SPATS2L1	9.12E-153	0.91102	0.651	0.259	1.82E-149	Macrophages	SPATS2L
CPEB41	5.63E-152	0.665666	0.732	0.383	1.13E-148	Macrophages	CPEB4
TBC1D9	1.51E-151	0.80761	0.649	0.227	3.01E-148	Macrophages	TBC1D9
TGFBI	1.55E-148	0.889914	0.542	0.116	3.10E-145	Macrophages	TGFBI
ADAP2	1.21E-142	1.233496	0.571	0.148	2.41E-139	Macrophages	ADAP2
HNMT1	1.09E-141	1.178705	0.587	0.163	2.19E-138	Macrophages	HNMT
SYT1	1.57E-140	0.547573	0.533	0.143	3.13E-137	Macrophages	SYT1
FOXO31	1.10E-138	1.028915	0.732	0.459	2.19E-135	Macrophages	FOXO3
SLC43A2	1.29E-138	0.860051	0.581	0.17	2.57E-135	Macrophages	SLC43A2
CTTNBP2	1.70E-138	0.549182	0.548	0.149	3.41E-135	Macrophages	CTTNBP2
SLC20A1	1.83E-138	0.747479	0.727	0.389	3.65E-135	Macrophages	SLC20A1
KYNU	6.70E-136	1.063368	0.578	0.124	1.34E-132	Macrophages	KYNU
CPED11	5.74E-135	0.545854	0.61	0.218	1.15E-131	Macrophages	CPED1
ZNF4381	1.65E-134	0.688802	0.714	0.357	3.31E-131	Macrophages	ZNF438
PTPRE	2.56E-132	0.929683	0.668	0.339	5.13E-129	Macrophages	PTPRE
CHKA1	7.38E-132	0.500587	0.611	0.216	1.48E-128	Macrophages	CHKA
SRGN	5.44E-125	0.956592	0.825	0.539	1.09E-121	Macrophages	SRGN
ST8SIA4	5.71E-125	0.611494	0.884	0.585	1.14E-121	Macrophages	ST8SIA4
SHTN1	1.56E-120	1.001959	0.571	0.167	3.12E-117	Macrophages	SHTN1
PSAP	1.53E-119	1.266955	0.651	0.359	3.06E-116	Macrophages	PSAP
ARHGAP241	1.59E-117	0.525121	0.673	0.292	3.19E-114	Macrophages	ARHGAP24
MERTK	6.45E-117	1.337865	0.556	0.15	1.29E-113	Macrophages	MERTK
DTNA	4.09E-110	0.700216	0.539	0.147	8.17E-107	Macrophages	DTNA
SFMBT2	3.27E-108	0.875794	0.784	0.591	6.55E-105	Macrophages	SFMBT2
PDK41	5.38E-107	0.6771	0.594	0.216	1.08E-103	Macrophages	PDK4
PELI1	2.33E-106	0.686767	0.756	0.462	4.66E-103	Macrophages	PELI1
WDFY4	2.40E-104	1.01237	0.551	0.144	4.81E-101	Macrophages	WDFY4
SCARB1	6.87E-103	0.935485	0.539	0.157	1.37E-99	Macrophages	SCARB1
BCAT1	3.29E-102	1.064152	0.529	0.127	6.58E-99	Macrophages	BCAT1
NRIP11	6.42E-102	0.623041	0.732	0.439	1.28E-98	Macrophages	NRIP1
NR1H3	2.07E-100	1.092454	0.554	0.177	4.14E-97	Macrophages	NR1H3
ADAM19	7.56E-99	0.585403	0.736	0.395	1.51E-95	Macrophages	ADAM19
RAPGEF1	1.90E-97	0.823232	0.752	0.637	3.79E-94	Macrophages	RAPGEF1
ADGRE5	2.96E-93	0.626376	0.766	0.447	5.92E-90	Macrophages	ADGRE5
EDA	9.96E-90	0.861739	0.587	0.248	1.99E-86	Macrophages	EDA
DUSP6	2.90E-89	0.637064	0.523	0.164	5.79E-86	Macrophages	DUSP6
SGPL1	1.15E-86	0.609234	0.66	0.32	2.31E-83	Macrophages	SGPL1
ARHGAP26	3.12E-85	0.571095	0.787	0.567	6.24E-82	Macrophages	ARHGAP26
TCF4	8.77E-84	0.600464	0.66	0.328	1.75E-80	Macrophages	TCF4
SASH1	6.78E-83	0.938047	0.577	0.22	1.36E-79	Macrophages	SASH1
P2RY14	1.48E-82	0.845652	0.515	0.135	2.96E-79	Macrophages	P2RY14
ABCA6	4.87E-80	0.648324	0.582	0.261	9.75E-77	Macrophages	ABCA6
ITGA9	5.31E-80	0.884177	0.536	0.16	1.06E-76	Macrophages	ITGA9
ARHGAP6	8.82E-80	0.777675	0.546	0.192	1.76E-76	Macrophages	ARHGAP6
TGFA	9.04E-78	0.557806	0.51	0.148	1.81E-74	Macrophages	TGFA
CTSL	3.81E-77	0.650762	0.557	0.257	7.61E-74	Macrophages	CTSL
STON2	9.61E-74	0.782632	0.535	0.175	1.92E-70	Macrophages	STON2
SLCO2B1	7.23E-73	1.196988	0.523	0.128	1.45E-69	Macrophages	SLCO2B1
STARD131	1.25E-72	0.92432	0.583	0.252	2.50E-69	Macrophages	STARD13
MAF	6.01E-72	0.904327	0.596	0.325	1.20E-68	Macrophages	MAF
PAK1	5.36E-71	0.569767	0.572	0.24	1.07E-67	Macrophages	PAK1
CCDC141	3.71E-70	0.528577	0.68	0.399	7.42E-67	Macrophages	CCDC141
CR1	2.42E-69	0.981189	0.545	0.167	4.84E-66	Macrophages	CR1
CPM1	8.92E-69	0.780845	0.574	0.217	1.78E-65	Macrophages	CPM
RAB10	6.12E-68	0.79787	0.719	0.601	1.22E-64	Macrophages	RAB10
CHSY1	7.47E-68	0.665824	0.587	0.274	1.49E-64	Macrophages	CHSY1
FNIP21	1.91E-65	0.693835	0.63	0.313	3.82E-62	Macrophages	FNIP2
MB21D2	5.33E-65	0.68886	0.55	0.226	1.07E-61	Macrophages	MB21D2
FAM49A	3.16E-64	1.031531	0.552	0.2	6.32E-61	Macrophages	FAM49A
SRGAP1	4.27E-64	0.684888	0.583	0.257	8.54E-61	Macrophages	SRGAP1
EXT1	1.60E-62	0.855715	0.719	0.499	3.20E-59	Macrophages	EXT1
FAM102B	6.79E-61	0.651828	0.639	0.336	1.36E-57	Macrophages	FAM102B
JAK2	1.40E-58	0.50107	0.682	0.427	2.79E-55	Macrophages	JAK2
NCEH1	2.27E-56	0.846724	0.536	0.201	4.55E-53	Macrophages	NCEH1
NRP2	1.70E-53	0.90756	0.505	0.159	3.40E-50	Macrophages	NRP2
FAM20A	2.14E-53	1.127659	0.511	0.151	4.28E-50	Macrophages	FAM20A
MAMDC21	1.15E-51	0.949664	0.705	0.498	2.29E-48	Macrophages	MAMDC2
FGF131	2.50E-51	1.011364	0.502	0.179	5.00E-48	Macrophages	FGF13
CREM	3.17E-51	0.606115	0.676	0.42	6.34E-48	Macrophages	CREM
EPB41L31	1.23E-50	0.824707	0.568	0.218	2.46E-47	Macrophages	EPB41L3
PSD3	4.62E-47	0.689239	0.563	0.269	9.24E-44	Macrophages	PSD3
IL2RA	2.56E-44	0.662989	0.556	0.278	5.12E-41	Macrophages	IL2RA
TTYH3	1.80E-43	0.820091	0.513	0.197	3.59E-40	Macrophages	TTYH3
CLCN5	1.31E-39	0.570698	0.525	0.209	2.62E-36	Macrophages	CLCN5
FGD41	1.83E-38	0.559903	0.565	0.24	3.66E-35	Macrophages	FGD4
TBC1D8	9.47E-37	0.561354	0.557	0.261	1.89E-33	Macrophages	TBC1D8
BCL2L1	8.32E-33	0.539021	0.604	0.361	1.66E-29	Macrophages	BCL2L1
CD58	2.74E-28	0.592694	0.627	0.401	5.47E-25	Macrophages	CD58
GLUL1	3.16E-28	0.620508	0.523	0.237	6.33E-25	Macrophages	GLUL
NAMPT1	2.91E-27	0.968096	0.567	0.309	5.82E-24	Macrophages	NAMPT
GPR137B	1.26E-24	0.929055	0.519	0.243	2.51E-21	Macrophages	GPR137B
PPM1L1	7.57E-23	0.52513	0.536	0.256	1.51E-19	Macrophages	PPM1L
PDE4B	1.28E-21	0.567618	0.701	0.557	2.57E-18	Macrophages	PDE4B
SLC22A23	2.79E-17	0.685061	0.527	0.291	5.57E-14	Macrophages	SLC22A23
RTN41	1.04E-14	0.521283	0.664	0.566	2.07E-11	Macrophages	RTN4
EPS81	1.97E-11	0.571536	0.506	0.248	3.93E-08	Macrophages	EPS8
HAVCR2	1.55E-10	0.697785	0.509	0.271	3.11E-07	Macrophages	HAVCR2
LITAF	1.58E-08	0.670466	0.606	0.47	3.15E-05	Macrophages	LITAF
TFRC	7.21E-07	0.7503	0.551	0.366	0.001442	Macrophages	TFRC
SLC38A6	3.71E-05	0.653574	0.53	0.354	0.074205	Macrophages	SLC38A6
NEGR1	0	3.006529	0.952	0.173	0	Fibroblasts/Preadipocytes	NEGR1
ABCA10	0	2.96551	0.861	0.278	0	Fibroblasts/Preadipocytes	ABCA10
DCN	0	2.923465	0.91	0.268	0	Fibroblasts/Preadipocytes	DCN
CFD	0	2.864368	0.803	0.313	0	Fibroblasts/Preadipocytes	CFD
ABCA9	0	2.822046	0.903	0.219	0	Fibroblasts/Preadipocytes	ABCA9
LAMA2	0	2.808999	0.906	0.211	0	Fibroblasts/Preadipocytes	LAMA2
FBN1	0	2.73831	0.926	0.272	0	Fibroblasts/Preadipocytes	FBN1
SEMA3C1	0	2.511066	0.665	0.214	0	Fibroblasts/Preadipocytes	SEMA3C
IGFBP5	0	2.442882	0.8	0.249	0	Fibroblasts/Preadipocytes	IGFBP5
ABCA81	0	2.423065	0.872	0.214	0	Fibroblasts/Preadipocytes	ABCA8
ABCA61	0	2.397574	0.848	0.248	0	Fibroblasts/Preadipocytes	ABCA6
KAZN	0	2.396001	0.855	0.262	0	Fibroblasts/Preadipocytes	KAZN
DCLK1	0	2.369213	0.913	0.178	0	Fibroblasts/Preadipocytes	DCLK1
GSN	0	2.366051	0.882	0.309	0	Fibroblasts/Preadipocytes	GSN
COL1A2	0	2.359248	0.883	0.237	0	Fibroblasts/Preadipocytes	COL1A2
TNXB	0	2.296775	0.858	0.269	0	Fibroblasts/Preadipocytes	TNXB
KCND2	0	2.260117	0.67	0.163	0	Fibroblasts/Preadipocytes	KCND2
NOX4	0	2.21131	0.716	0.173	0	Fibroblasts/Preadipocytes	NOX4
NOVA11	0	2.210327	0.854	0.168	0	Fibroblasts/Preadipocytes	NOVA1
CREB5	0	2.131337	0.633	0.211	0	Fibroblasts/Preadipocytes	CREB5
ADAMTSL3	0	2.107157	0.804	0.169	0	Fibroblasts/Preadipocytes	ADAMTSL3
EBF2	0	2.096694	0.84	0.149	0	Fibroblasts/Preadipocytes	EBF2
COL3A1	0	2.034879	0.818	0.268	0	Fibroblasts/Preadipocytes	COL3A1
MFAP5	0	2.003682	0.721	0.193	0	Fibroblasts/Preadipocytes	MFAP5
FSTL1	0	1.99374	0.844	0.243	0	Fibroblasts/Preadipocytes	FSTL1
DOCK41	0	1.956249	0.893	0.255	0	Fibroblasts/Preadipocytes	DOCK4
PID11	0	1.913057	0.84	0.186	0	Fibroblasts/Preadipocytes	PID1
FBXL7	0	1.86309	0.928	0.244	0	Fibroblasts/Preadipocytes	FBXL7
