	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
PHF20L1	1.18E-06	0.368558533	0.32	0.294	0.037322886	monocyte	PHF20L1
KCMF1	1.18E-06	0.311028518	0.261	0.231	0.037343089	monocyte	KCMF1
MPP72	1.27E-06	0.356949162	0.19	0.16	0.039960958	monocyte	MPP7
ATP6AP22	1.29E-06	0.287283334	0.187	0.152	0.040592993	monocyte	ATP6AP2
ERN11	1.29E-06	0.314261359	0.146	0.115	0.040715857	monocyte	ERN1
KPNB1	1.37E-06	0.32898598	0.273	0.241	0.043206832	monocyte	KPNB1
WAC-AS1	1.39E-06	0.384470719	0.162	0.132	0.043915428	monocyte	WAC-AS1
ZC3H131	1.61E-06	0.457312461	0.324	0.302	0.050901943	monocyte	ZC3H13
KAT6A3	1.65E-06	0.327222887	0.393	0.375	0.051970771	monocyte	KAT6A
MAPK8IP3	1.68E-06	0.34324575	0.198	0.167	0.05312494	monocyte	MAPK8IP3
HNRNPA11	1.68E-06	0.333739507	0.151	0.121	0.053126066	monocyte	HNRNPA1
RPS211	1.70E-06	0.34434861	0.28	0.247	0.053585746	monocyte	RPS21
SMC1A	1.73E-06	0.276994748	0.172	0.139	0.054486708	monocyte	SMC1A
RPL23A1	1.77E-06	0.260661083	0.24	0.204	0.055870319	monocyte	RPL23A
SBNO2	1.83E-06	0.295682922	0.129	0.1	0.057562776	monocyte	SBNO2
DDX3X	1.94E-06	0.331009735	0.302	0.274	0.061282616	monocyte	DDX3X
RNF1451	2.01E-06	0.324541185	0.247	0.213	0.063417455	monocyte	RNF145
MAN2A21	2.11E-06	0.297598625	0.104	0.078	0.066617157	monocyte	MAN2A2
UGGT1	2.14E-06	0.258792974	0.198	0.164	0.067595118	monocyte	UGGT1
UBC1	2.19E-06	0.44837104	0.273	0.246	0.069078871	monocyte	UBC
DUSP221	2.59E-06	0.303851416	0.149	0.12	0.081589991	monocyte	DUSP22
PPTC7	2.63E-06	0.284258793	0.145	0.116	0.082887083	monocyte	PPTC7
TRIP121	2.64E-06	0.259090053	0.444	0.436	0.083332925	monocyte	TRIP12
ATF32	2.74E-06	0.265953728	0.119	0.09	0.08655173	monocyte	ATF3
TEC1	3.01E-06	0.28757566	0.123	0.095	0.094878339	monocyte	TEC
VPS29	3.25E-06	0.315229074	0.256	0.227	0.102629466	monocyte	VPS29
TMEM1651	3.28E-06	0.30887896	0.416	0.404	0.103440972	monocyte	TMEM165
HBB3	3.36E-06	0.880728549	0.298	0.267	0.105935976	monocyte	HBB
PLA2G4A2	3.47E-06	0.33063323	0.189	0.158	0.109520933	monocyte	PLA2G4A
ZNF6092	3.57E-06	0.29352514	0.5	0.495	0.112675419	monocyte	ZNF609
PTPN123	3.61E-06	0.329574877	0.397	0.382	0.113708178	monocyte	PTPN12
SOD21	3.70E-06	0.320856034	0.394	0.381	0.116602366	monocyte	SOD2
SDCBP2	3.84E-06	0.328740619	0.304	0.275	0.121019806	monocyte	SDCBP
CCNI1	3.93E-06	0.290704854	0.355	0.332	0.124043655	monocyte	CCNI
FBXO33	4.03E-06	0.363281247	0.182	0.153	0.127174408	monocyte	FBXO33
TUBGCP31	4.97E-06	0.321868204	0.229	0.199	0.156764867	monocyte	TUBGCP3
ST3GAL2	5.15E-06	0.276533634	0.149	0.12	0.162529764	monocyte	ST3GAL2
CPEB32	5.56E-06	0.334216945	0.273	0.246	0.175342902	monocyte	CPEB3
TRIM33	5.65E-06	0.298120166	0.316	0.291	0.178277872	monocyte	TRIM33
RAF1	5.93E-06	0.324751939	0.307	0.283	0.186951764	monocyte	RAF1
CRIP11	6.62E-06	0.284880143	0.106	0.079	0.208844481	monocyte	CRIP1
ZNF143	6.95E-06	0.273576139	0.112	0.086	0.219199026	monocyte	ZNF143
CHFR1	7.02E-06	0.304740798	0.213	0.183	0.221283435	monocyte	CHFR
SAFB	7.27E-06	0.339507991	0.241	0.213	0.229145761	monocyte	SAFB
SUMF11	8.21E-06	0.312632768	0.473	0.467	0.258809318	monocyte	SUMF1
RPL37A1	8.63E-06	0.415851649	0.392	0.378	0.272132464	monocyte	RPL37A
DAP	9.07E-06	0.256046377	0.13	0.102	0.285852271	monocyte	DAP
PSMA71	9.98E-06	0.339158779	0.194	0.163	0.314825166	monocyte	PSMA7
KIF5B	1.02E-05	0.335826273	0.305	0.281	0.32086192	monocyte	KIF5B
AC098679.12	1.06E-05	0.282339462	0.145	0.118	0.334882452	monocyte	AC098679.1
RALY1	1.09E-05	0.288363755	0.252	0.223	0.344134391	monocyte	RALY
UBAP1	1.12E-05	0.431456847	0.282	0.259	0.351730572	monocyte	UBAP1
TTC7A2	1.13E-05	0.503849014	0.325	0.317	0.356411234	monocyte	TTC7A
GLUD12	1.16E-05	0.33305647	0.222	0.193	0.364409352	monocyte	GLUD1
ZXDC	1.28E-05	0.309428424	0.255	0.228	0.403022713	monocyte	ZXDC
MED15	1.33E-05	0.297717377	0.257	0.23	0.418291627	monocyte	MED15
CSDE1	1.50E-05	0.357767579	0.312	0.293	0.472059842	monocyte	CSDE1
MECP2	1.51E-05	0.362043181	0.29	0.269	0.476881338	monocyte	MECP2
MICU11	1.54E-05	0.36668328	0.351	0.339	0.484563622	monocyte	MICU1
HNRNPM	1.59E-05	0.342986494	0.318	0.298	0.502710618	monocyte	HNRNPM
SMAD22	1.61E-05	0.302593129	0.357	0.342	0.507720514	monocyte	SMAD2
FAM198B2	1.78E-05	0.268657904	0.141	0.115	0.562688624	monocyte	FAM198B
PFKFB32	1.84E-05	0.30534765	0.332	0.299	0.578954715	monocyte	PFKFB3
PI4KA1	1.84E-05	0.276937888	0.295	0.267	0.580258536	monocyte	PI4KA
CTNNBL1	1.89E-05	0.266570706	0.178	0.15	0.596099668	monocyte	CTNNBL1
GADD45B1	1.90E-05	0.305188707	0.109	0.084	0.59834791	monocyte	GADD45B
YTHDF31	2.06E-05	0.326255995	0.253	0.229	0.650693091	monocyte	YTHDF3
WDR111	2.09E-05	0.318734433	0.293	0.275	0.658487508	monocyte	WDR11
SAFB2	2.12E-05	0.331839801	0.214	0.187	0.668544185	monocyte	SAFB2
ILF3	2.13E-05	0.336912722	0.202	0.174	0.671337273	monocyte	ILF3
STK24	2.19E-05	0.26420294	0.272	0.246	0.690895314	monocyte	STK24
GATAD2B1	2.24E-05	0.330616631	0.338	0.321	0.705968876	monocyte	GATAD2B
JAK11	2.32E-05	0.259974533	0.414	0.398	0.730530619	monocyte	JAK1
ATXN13	2.52E-05	0.287134711	0.539	0.543	0.793101672	monocyte	ATXN1
VRK2	2.72E-05	0.345910329	0.298	0.277	0.857169949	monocyte	VRK2
DNAJA11	2.84E-05	0.262371017	0.18	0.15	0.895401034	monocyte	DNAJA1
PDS5B3	2.88E-05	0.266933802	0.349	0.324	0.907244244	monocyte	PDS5B
BRI31	2.90E-05	0.267690549	0.198	0.17	0.915570174	monocyte	BRI3
UBE2D2	3.13E-05	0.337022777	0.309	0.289	0.987450742	monocyte	UBE2D2
ITFG11	3.25E-05	0.275380992	0.499	0.51	1	monocyte	ITFG1
UBE2D3	3.28E-05	0.327079657	0.45	0.449	1	monocyte	UBE2D3
SUFU1	3.42E-05	0.294522837	0.184	0.158	1	monocyte	SUFU
EIF4G2	3.42E-05	0.37998074	0.271	0.249	1	monocyte	EIF4G2
PACS1	3.50E-05	0.276931277	0.378	0.362	1	monocyte	PACS1
PHKB2	4.15E-05	0.316693893	0.406	0.4	1	monocyte	PHKB
SERINC52	4.44E-05	0.421380958	0.31	0.296	1	monocyte	SERINC5
NARS	4.63E-05	0.279364292	0.155	0.129	1	monocyte	NARS
FAM13B1	4.69E-05	0.350602169	0.356	0.346	1	monocyte	FAM13B
RHOT12	4.86E-05	0.337823676	0.277	0.256	1	monocyte	RHOT1
JDP22	5.08E-05	0.299329996	0.143	0.118	1	monocyte	JDP2
RAB2A1	5.10E-05	0.271672934	0.444	0.444	1	monocyte	RAB2A
ABI11	5.23E-05	0.269066215	0.34	0.319	1	monocyte	ABI1
WAPL1	5.26E-05	0.287923823	0.286	0.265	1	monocyte	WAPL
EIF3K	5.53E-05	0.334991417	0.174	0.15	1	monocyte	EIF3K
FKBP1A1	6.00E-05	0.268019082	0.103	0.08	1	monocyte	FKBP1A
SLC35E3	6.41E-05	0.324585531	0.13	0.106	1	monocyte	SLC35E3
KIAA05561	6.60E-05	0.322324492	0.172	0.148	1	monocyte	KIAA0556
BCL61	7.08E-05	0.352085224	0.279	0.253	1	monocyte	BCL6
TAF31	7.66E-05	0.278689369	0.273	0.249	1	monocyte	TAF3
BRWD31	8.24E-05	0.25310324	0.218	0.19	1	monocyte	BRWD3
HNRNPUL1	9.14E-05	0.310085506	0.17	0.145	1	monocyte	HNRNPUL1
ARHGAP174	9.17E-05	0.257888279	0.286	0.262	1	monocyte	ARHGAP17
TMEM1442	9.82E-05	0.284348873	0.124	0.102	1	monocyte	TMEM144
COG51	0.000100709	0.261542009	0.442	0.441	1	monocyte	COG5
NUP98	0.000103376	0.325714462	0.29	0.271	1	monocyte	NUP98
SUPT6H	0.000104561	0.312426125	0.19	0.167	1	monocyte	SUPT6H
PCNX11	0.0001048	0.348316283	0.43	0.43	1	monocyte	PCNX1
ERP441	0.000106213	0.288010409	0.276	0.252	1	monocyte	ERP44
2-Mar	0.000106756	0.277183646	0.102	0.081	1	monocyte	2-Mar
GGNBP2	0.000110874	0.315693965	0.303	0.284	1	monocyte	GGNBP2
RNF168	0.000123684	0.316959437	0.214	0.191	1	monocyte	RNF168
PPP6R21	0.000143299	0.296983212	0.351	0.339	1	monocyte	PPP6R2
TPM42	0.000150657	0.288439878	0.204	0.179	1	monocyte	TPM4
SLC23A21	0.000160735	0.26823664	0.221	0.196	1	monocyte	SLC23A2
ARFGAP31	0.000162902	0.347069502	0.182	0.159	1	monocyte	ARFGAP3
UBXN1	0.00016952	0.293589916	0.114	0.092	1	monocyte	UBXN1
LARP71	0.000178884	0.356599746	0.217	0.195	1	monocyte	LARP7
UBN1	0.00020547	0.323702687	0.194	0.171	1	monocyte	UBN1
LRRFIP2	0.000210859	0.284435744	0.366	0.357	1	monocyte	LRRFIP2
COMMD103	0.00022372	0.293933821	0.414	0.414	1	monocyte	COMMD10
PER11	0.000250582	0.376482189	0.146	0.125	1	monocyte	PER1
STK38L2	0.000254929	0.27043214	0.24	0.218	1	monocyte	STK38L
RTFDC1	0.000280623	0.263671274	0.154	0.132	1	monocyte	RTFDC1
GSK3B3	0.000288145	0.257542446	0.409	0.41	1	monocyte	GSK3B
MTHFR	0.0003231	0.259563406	0.115	0.094	1	monocyte	MTHFR
PLEKHM1	0.000328228	0.251785669	0.118	0.097	1	monocyte	PLEKHM1
SKIL1	0.000363758	0.317832836	0.183	0.161	1	monocyte	SKIL
NSA21	0.000373175	0.264868724	0.121	0.099	1	monocyte	NSA2
WIPI21	0.00039262	0.266486935	0.152	0.131	1	monocyte	WIPI2
CPSF2	0.000406022	0.252653868	0.138	0.117	1	monocyte	CPSF2
RABEP11	0.000478601	0.270887488	0.344	0.334	1	monocyte	RABEP1
MAPRE21	0.000507611	0.270884417	0.179	0.155	1	monocyte	MAPRE2
RREB13	0.00055512	0.262700803	0.382	0.371	1	monocyte	RREB1
RNGTT	0.00061068	0.281559117	0.274	0.258	1	monocyte	RNGTT
NEMF	0.00066263	0.273925632	0.411	0.412	1	monocyte	NEMF
RELL12	0.000711022	0.302385782	0.189	0.169	1	monocyte	RELL1
RAB1A1	0.000811917	0.288273221	0.441	0.442	1	monocyte	RAB1A
RTN31	0.000881082	0.320912625	0.362	0.349	1	monocyte	RTN3
SF3B21	0.000901633	0.366919195	0.171	0.152	1	monocyte	SF3B2
SERF21	0.000932863	0.255988308	0.277	0.256	1	monocyte	SERF2
CEP192	0.000965046	0.262473659	0.277	0.262	1	monocyte	CEP192
BCLAF11	0.001028715	0.285856279	0.33	0.321	1	monocyte	BCLAF1
VPS411	0.001074703	0.265515145	0.281	0.268	1	monocyte	VPS41
RLF	0.001147736	0.307644065	0.265	0.25	1	monocyte	RLF
RNF2161	0.001149643	0.314553146	0.32	0.311	1	monocyte	RNF216
SBNO1	0.001191825	0.268707616	0.213	0.195	1	monocyte	SBNO1
MDM22	0.001213896	0.334501935	0.234	0.217	1	monocyte	MDM2
CHP11	0.001357118	0.327098356	0.141	0.123	1	monocyte	CHP1
ETF1	0.001426986	0.256975356	0.142	0.123	1	monocyte	ETF1
KIAA02321	0.001446487	0.315488382	0.288	0.276	1	monocyte	KIAA0232
ZCCHC21	0.00148903	0.300367222	0.168	0.15	1	monocyte	ZCCHC2
SREBF2	0.001549931	0.334609159	0.211	0.194	1	monocyte	SREBF2
EEFSEC	0.001590172	0.262086762	0.18	0.161	1	monocyte	EEFSEC
LPGAT11	0.001602751	0.263400136	0.302	0.287	1	monocyte	LPGAT1
GTF2B	0.001646908	0.251391603	0.151	0.132	1	monocyte	GTF2B
TCF25	0.001716843	0.281661908	0.426	0.432	1	monocyte	TCF25
CANX1	0.001911609	0.29646941	0.267	0.251	1	monocyte	CANX
ZC3H7A	0.001919871	0.263799409	0.244	0.229	1	monocyte	ZC3H7A
ABCF11	0.002022111	0.26329453	0.136	0.118	1	monocyte	ABCF1
RC3H2	0.002047369	0.260561674	0.244	0.228	1	monocyte	RC3H2
XRN1	0.002142003	0.270344769	0.425	0.436	1	monocyte	XRN1
PPM1B1	0.002146067	0.283368986	0.286	0.276	1	monocyte	PPM1B
UHRF1BP1L	0.002207577	0.259425253	0.241	0.224	1	monocyte	UHRF1BP1L
PBX31	0.002258356	0.312172002	0.347	0.34	1	monocyte	PBX3
MEF2D	0.002400548	0.270015218	0.123	0.106	1	monocyte	MEF2D
MYL61	0.002504803	0.303051597	0.371	0.37	1	monocyte	MYL6
WBP1L1	0.002569558	0.255454836	0.217	0.202	1	monocyte	WBP1L
FAM193A	0.002807693	0.280384951	0.281	0.27	1	monocyte	FAM193A
SMG11	0.003019719	0.266642159	0.328	0.325	1	monocyte	SMG1
GNA122	0.003098051	0.418345265	0.221	0.211	1	monocyte	GNA12
LIMK22	0.003163955	0.423849742	0.127	0.111	1	monocyte	LIMK2
DNAJC7	0.003310985	0.305295356	0.231	0.217	1	monocyte	DNAJC7
PRMT21	0.004170595	0.276026155	0.355	0.353	1	monocyte	PRMT2
GPR107	0.004586936	0.304444891	0.218	0.204	1	monocyte	GPR107
TMEM123	0.004867536	0.258120026	0.2	0.183	1	monocyte	TMEM123
CARS2	0.005258446	0.255574052	0.185	0.17	1	monocyte	CARS2
NDUFB11	0.005427815	0.268442163	0.14	0.123	1	monocyte	NDUFB1
CORO1C2	0.005696217	0.305163969	0.242	0.232	1	monocyte	CORO1C
RAB21	0.00592382	0.250782103	0.182	0.167	1	monocyte	RAB21
EWSR1	0.005968591	0.272268493	0.286	0.278	1	monocyte	EWSR1
PCBP21	0.006429811	0.322541751	0.259	0.248	1	monocyte	PCBP2
ZFAS1	0.007410713	0.263029907	0.195	0.18	1	monocyte	ZFAS1
ZFYVE162	0.008809647	0.271924043	0.278	0.268	1	monocyte	ZFYVE16
TIMM23B1	0.008994621	0.301505722	0.155	0.141	1	monocyte	TIMM23B
SKAP1	0	3.618127986	0.769	0.061	0	t_cell	SKAP1
THEMIS	0	3.498597831	0.58	0.017	0	t_cell	THEMIS
ARHGAP153	0	3.391302306	0.842	0.197	0	t_cell	ARHGAP15
IL7R	0	3.293952709	0.521	0.02	0	t_cell	IL7R
PTPRC2	0	2.923996878	0.869	0.204	0	t_cell	PTPRC
CAMK4	0	2.907263353	0.514	0.021	0	t_cell	CAMK4
INPP4B2	0	2.895978905	0.635	0.117	0	t_cell	INPP4B
RIPOR21	0	2.732364164	0.625	0.13	0	t_cell	RIPOR2
BCL11B	0	2.709500163	0.529	0.015	0	t_cell	BCL11B
ANK3	0	2.704771462	0.489	0.103	0	t_cell	ANK3
CD961	0	2.616515009	0.593	0.086	0	t_cell	CD96
ITK	0	2.569323311	0.506	0.018	0	t_cell	ITK
LINC01934	0	2.528717918	0.381	0.018	0	t_cell	LINC01934
IKZF12	0	2.52454492	0.615	0.095	0	t_cell	IKZF1
ITGA41	0	2.477310176	0.491	0.051	0	t_cell	ITGA4
IFNG-AS1	0	2.456959164	0.237	0.018	0	t_cell	IFNG-AS1
TC2N2	0	2.452893119	0.577	0.126	0	t_cell	TC2N
CD247	0	2.450522344	0.554	0.043	0	t_cell	CD247
STAT41	0	2.445625974	0.522	0.049	0	t_cell	STAT4
DOCK103	0	2.424466509	0.649	0.149	0	t_cell	DOCK10
SLFN12L1	0	2.422916254	0.527	0.056	0	t_cell	SLFN12L
CD2	0	2.40107168	0.452	0.014	0	t_cell	CD2
SAMD3	0	2.385349647	0.46	0.036	0	t_cell	SAMD3
FYB12	0	2.331439429	0.682	0.143	0	t_cell	FYB1
ETS13	0	2.294187902	0.604	0.133	0	t_cell	ETS1
PARP82	0	2.250555556	0.683	0.272	0	t_cell	PARP8
PRKCQ	0	2.247538188	0.469	0.056	0	t_cell	PRKCQ
CCL5	0	2.245984774	0.27	0.025	0	t_cell	CCL5
ANKRD443	0	2.236714361	0.717	0.279	0	t_cell	ANKRD44
CARD11	0	2.125088458	0.421	0.028	0	t_cell	CARD11
RHOH	0	2.119248864	0.394	0.018	0	t_cell	RHOH
LINC00861	0	2.092856899	0.372	0.014	0	t_cell	LINC00861
SCML4	0	2.0856612	0.374	0.013	0	t_cell	SCML4
TOX1	0	2.081278802	0.327	0.05	0	t_cell	TOX
CDC42SE23	0	2.074101567	0.646	0.26	0	t_cell	CDC42SE2
GRAP2	0	2.040680799	0.394	0.026	0	t_cell	GRAP2
PDE7A	0	2.008259213	0.587	0.247	0	t_cell	PDE7A
CLEC2D1	0	2.003640559	0.555	0.19	0	t_cell	CLEC2D
LEF1	0	1.953029994	0.251	0.036	0	t_cell	LEF1
IKZF3	0	1.925548657	0.366	0.023	0	t_cell	IKZF3
RASGRP1	0	1.870508978	0.397	0.064	0	t_cell	RASGRP1
PZP	0	1.852328627	0.235	0.035	0	t_cell	PZP
SYNE23	0	1.85028352	0.688	0.361	0	t_cell	SYNE2
TNIK	0	1.848481519	0.457	0.103	0	t_cell	TNIK
Sep-61	0	1.837517448	0.424	0.077	0	t_cell	6-Sep
PIP4K2A2	0	1.828381065	0.598	0.272	0	t_cell	PIP4K2A
CCND32	0	1.825616546	0.549	0.216	0	t_cell	CCND3
PYHIN1	0	1.824882764	0.349	0.036	0	t_cell	PYHIN1
ITGAL1	0	1.820012173	0.372	0.042	0	t_cell	ITGAL
TRAF3IP31	0	1.819082469	0.374	0.027	0	t_cell	TRAF3IP3
CD69	0	1.802107032	0.234	0.014	0	t_cell	CD69
SLC38A13	0	1.794359178	0.436	0.098	0	t_cell	SLC38A1
PRKCB2	0	1.793702905	0.48	0.12	0	t_cell	PRKCB
PRKCH4	0	1.79120798	0.615	0.249	0	t_cell	PRKCH
PAG13	0	1.779962335	0.409	0.091	0	t_cell	PAG1
MYBL1	0	1.771945947	0.28	0.022	0	t_cell	MYBL1
GPRIN33	0	1.77152598	0.357	0.055	0	t_cell	GPRIN3
STK42	0	1.759760479	0.543	0.218	0	t_cell	STK4
KLF123	0	1.748606001	0.56	0.241	0	t_cell	KLF12
IL32	0	1.74308945	0.266	0.028	0	t_cell	IL32
CCDC88C2	0	1.739734515	0.381	0.054	0	t_cell	CCDC88C
CD226	0	1.727573148	0.323	0.041	0	t_cell	CD226
ZNF8311	0	1.71913188	0.315	0.015	0	t_cell	ZNF831
EML41	0	1.717463663	0.582	0.325	0	t_cell	EML4
PPP2R2B	0	1.684162576	0.269	0.039	0	t_cell	PPP2R2B
DOCK83	0	1.673275547	0.61	0.26	0	t_cell	DOCK8
CDC14A	0	1.659821713	0.431	0.188	0	t_cell	CDC14A
TMC82	0	1.657424551	0.333	0.032	0	t_cell	TMC8
PTPN222	0	1.652474923	0.286	0.041	0	t_cell	PTPN22
TRG-AS1	0	1.605066114	0.269	0.027	0	t_cell	TRG-AS1
CD521	0	1.598434423	0.262	0.035	0	t_cell	CD52
RUNX12	0	1.593312776	0.594	0.303	0	t_cell	RUNX1
AOAH2	0	1.590754898	0.37	0.133	0	t_cell	AOAH
LCK	0	1.577795987	0.276	0.011	0	t_cell	LCK
CD6	0	1.573991292	0.269	0.007	0	t_cell	CD6
CYFIP21	0	1.570118597	0.321	0.037	0	t_cell	CYFIP2
EVL1	0	1.565991809	0.486	0.207	0	t_cell	EVL
ACAP1	0	1.560708835	0.31	0.042	0	t_cell	ACAP1
TNFAIP83	0	1.558159361	0.517	0.261	0	t_cell	TNFAIP8
ARHGDIB3	0	1.555460618	0.33	0.066	0	t_cell	ARHGDIB
LCP22	0	1.553993113	0.396	0.092	0	t_cell	LCP2
AC139720.11	0	1.539808777	0.196	0.025	0	t_cell	AC139720.1
CXCR41	0	1.537254435	0.214	0.021	0	t_cell	CXCR4
ARAP23	0	1.535376385	0.438	0.18	0	t_cell	ARAP2
HLA-B2	0	1.520430175	0.629	0.382	0	t_cell	HLA-B
STK17B2	0	1.519504425	0.483	0.191	0	t_cell	STK17B
TRBC2	0	1.5173641	0.204	0.009	0	t_cell	TRBC2
STK103	0	1.516981317	0.456	0.153	0	t_cell	STK10
KIAA15512	0	1.509253245	0.499	0.257	0	t_cell	KIAA1551
HLA-C2	0	1.508856253	0.532	0.292	0	t_cell	HLA-C
CD532	0	1.504159603	0.371	0.084	0	t_cell	CD53
IQGAP22	0	1.499898098	0.593	0.172	0	t_cell	IQGAP2
ARHGAP252	0	1.498386713	0.381	0.118	0	t_cell	ARHGAP25
HLA-A3	0	1.488226191	0.586	0.351	0	t_cell	HLA-A
CHST112	0	1.487950826	0.552	0.237	0	t_cell	CHST11
BIN22	0	1.485475566	0.31	0.046	0	t_cell	BIN2
RCAN3	0	1.479552266	0.25	0.025	0	t_cell	RCAN3
SYTL31	0	1.477287748	0.294	0.119	0	t_cell	SYTL3
B2M2	0	1.469009988	0.913	0.805	0	t_cell	B2M
RCSD14	0	1.462535341	0.404	0.109	0	t_cell	RCSD1
OXNAD11	0	1.457113217	0.401	0.194	0	t_cell	OXNAD1
SARAF1	0	1.456453898	0.404	0.206	0	t_cell	SARAF
ZC3HAV11	0	1.451879024	0.438	0.182	0	t_cell	ZC3HAV1
BACH21	0	1.447031377	0.388	0.192	0	t_cell	BACH2
MBNL13	0	1.446852027	0.866	0.761	0	t_cell	MBNL1
CYTIP1	0	1.443359644	0.285	0.04	0	t_cell	CYTIP
BCL21	0	1.439792011	0.515	0.348	0	t_cell	BCL2
SORL11	0	1.436330807	0.3	0.068	0	t_cell	SORL1
CRYBG12	0	1.435834348	0.321	0.149	0	t_cell	CRYBG1
SEMA4D2	0	1.435523728	0.341	0.09	0	t_cell	SEMA4D
AC010609.1	0	1.435101691	0.208	0.005	0	t_cell	AC010609.1
TTC39C1	0	1.43212027	0.438	0.256	0	t_cell	TTC39C
SMCHD11	0	1.425393148	0.632	0.457	0	t_cell	SMCHD1
CNOT6L1	0	1.420011331	0.408	0.209	0	t_cell	CNOT6L
CD3G	0	1.414883923	0.231	0.007	0	t_cell	CD3G
NLRC52	0	1.399082129	0.333	0.101	0	t_cell	NLRC5
LCP12	0	1.397129878	0.373	0.097	0	t_cell	LCP1
FAM129A1	0	1.395056983	0.378	0.171	0	t_cell	FAM129A
CASP81	0	1.394032098	0.345	0.131	0	t_cell	CASP8
PPP2R5C2	0	1.393362383	0.504	0.312	0	t_cell	PPP2R5C
PCED1B1	0	1.392023463	0.543	0.338	0	t_cell	PCED1B
SP140	0	1.382440839	0.247	0.036	0	t_cell	SP140
AC022075.11	0	1.380351571	0.16	0.033	0	t_cell	AC022075.1
EMB2	0	1.380155797	0.425	0.17	0	t_cell	EMB
CASK	0	1.376725557	0.493	0.352	0	t_cell	CASK
LTB	0	1.373459555	0.185	0.011	0	t_cell	LTB
AC006369.1	0	1.372990964	0.226	0.017	0	t_cell	AC006369.1
RUNX31	0	1.367581352	0.228	0.018	0	t_cell	RUNX3
AC013652.1	0	1.361864146	0.112	0.022	0	t_cell	AC013652.1
STK17A	0	1.3586023	0.338	0.131	0	t_cell	STK17A
CYTH13	0	1.353761938	0.504	0.251	0	t_cell	CYTH1
DOCK22	0	1.352980771	0.515	0.179	0	t_cell	DOCK2
PIK3R52	0	1.351422887	0.358	0.096	0	t_cell	PIK3R5
FYN3	0	1.350776759	0.671	0.449	0	t_cell	FYN
KCNQ5	0	1.35017169	0.166	0.03	0	t_cell	KCNQ5
SIDT1	0	1.347189543	0.24	0.028	0	t_cell	SIDT1
DTHD1	0	1.346983076	0.143	0.009	0	t_cell	DTHD1
KLRG1	0	1.341951879	0.234	0.05	0	t_cell	KLRG1
TESPA1	0	1.328912131	0.216	0.01	0	t_cell	TESPA1
PACS11	0	1.317789783	0.508	0.356	0	t_cell	PACS1
ADGRE52	0	1.314502833	0.34	0.126	0	t_cell	ADGRE5
CEP85L2	0	1.314091893	0.457	0.264	0	t_cell	CEP85L
MYO1F2	0	1.310862142	0.372	0.136	0	t_cell	MYO1F
INPP5D3	0	1.310748848	0.383	0.126	0	t_cell	INPP5D
CD3E	0	1.309687091	0.222	0.006	0	t_cell	CD3E
AKNA1	0	1.305765558	0.338	0.123	0	t_cell	AKNA
FNBP12	0	1.301588108	0.621	0.396	0	t_cell	FNBP1
EPB411	0	1.298577243	0.456	0.275	0	t_cell	EPB41
CD3D	0	1.298346408	0.192	0.008	0	t_cell	CD3D
SLA2	0	1.298286754	0.261	0.058	0	t_cell	SLA
HELB	0	1.297547752	0.278	0.079	0	t_cell	HELB
LEPROTL1	0	1.297216728	0.278	0.089	0	t_cell	LEPROTL1
PREX12	0	1.293683312	0.328	0.096	0	t_cell	PREX1
TXK1	0	1.28990859	0.203	0.062	0	t_cell	TXK
SRGN2	0	1.283081196	0.365	0.169	0	t_cell	SRGN
RABGAP1L2	0	1.273755552	0.671	0.554	0	t_cell	RABGAP1L
SPOCK2	0	1.249464848	0.221	0.019	0	t_cell	SPOCK2
NCK21	0	1.248129044	0.337	0.155	0	t_cell	NCK2
ARL4C	0	1.247669274	0.234	0.037	0	t_cell	ARL4C
IPCEF12	0	1.242503973	0.225	0.033	0	t_cell	IPCEF1
RBL2	0	1.241076245	0.456	0.292	0	t_cell	RBL2
GIMAP72	0	1.234229599	0.252	0.055	0	t_cell	GIMAP7
AAK13	0	1.229075304	0.55	0.391	0	t_cell	AAK1
PRKCQ-AS1	0	1.228421019	0.193	0.006	0	t_cell	PRKCQ-AS1
FGD32	0	1.227955	0.265	0.052	0	t_cell	FGD3
SLAMF1	0	1.226866525	0.196	0.004	0	t_cell	SLAMF1
FAM19A1	0	1.223345003	0.157	0.054	0	t_cell	FAM19A1
TRAC	0	1.217299469	0.196	0.018	0	t_cell	TRAC
SLFN51	0	1.215713151	0.354	0.189	0	t_cell	SLFN5
APBB1IP3	0	1.212927453	0.536	0.305	0	t_cell	APBB1IP
SAMSN12	0	1.209017942	0.29	0.085	0	t_cell	SAMSN1
TNFAIP31	0	1.206709763	0.19	0.067	0	t_cell	TNFAIP3
SLAMF6	0	1.202801387	0.199	0.012	0	t_cell	SLAMF6
GNG23	0	1.201778744	0.408	0.222	0	t_cell	GNG2
TAGAP1	0	1.190949285	0.202	0.025	0	t_cell	TAGAP
AC245427.1	0	1.183615977	0.154	0.007	0	t_cell	AC245427.1
TCF7	0	1.183542904	0.24	0.073	0	t_cell	TCF7
ADAM191	0	1.183161438	0.202	0.043	0	t_cell	ADAM19
KLRB1	0	1.181761209	0.137	0.012	0	t_cell	KLRB1
GZMA	0	1.18081746	0.171	0.017	0	t_cell	GZMA
TRAT1	0	1.176640527	0.173	0.003	0	t_cell	TRAT1
