	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
PDIA3	0	0.71378975	0.307	0.211	0	ASPC	PDIA3
ANTXR1	0	0.712106957	0.396	0.233	0	ASPC	ANTXR1
LINC01091	0	0.710621633	0.136	0.054	0	ASPC	LINC01091
MIR4435-2HG	0	0.710164075	0.283	0.175	0	ASPC	MIR4435-2HG
TRERF1	0	0.70896676	0.319	0.168	0	ASPC	TRERF1
CEP126	0	0.707245896	0.298	0.186	0	ASPC	CEP126
PROCR	0	0.704081525	0.343	0.268	0	ASPC	PROCR
SRP14	0	0.703341314	0.245	0.136	0	ASPC	SRP14
NAALADL2	0	0.700241356	0.663	0.579	0	ASPC	NAALADL2
CALD1	0	0.697887051	0.775	0.557	0	ASPC	CALD1
RPS2	0	0.695514523	0.254	0.143	0	ASPC	RPS2
FAM129A	0	0.695054604	0.305	0.122	0	ASPC	FAM129A
PIK3R1	0	0.692971334	0.534	0.457	0	ASPC	PIK3R1
RPL10A	0	0.69228086	0.279	0.179	0	ASPC	RPL10A
ZEB1-AS1	0	0.690570123	0.164	0.066	0	ASPC	ZEB1-AS1
MYL12B	0	0.689955981	0.245	0.155	0	ASPC	MYL12B
METTL7A	0	0.688741086	0.275	0.191	0	ASPC	METTL7A
HSPA5	0	0.687735999	0.23	0.151	0	ASPC	HSPA5
RPL23A	0	0.68490168	0.289	0.165	0	ASPC	RPL23A
MFGE8	0	0.684759593	0.2	0.072	0	ASPC	MFGE8
TRIO	0	0.684168023	0.599	0.573	0	ASPC	TRIO
IPO9-AS1	0	0.681580064	0.3	0.215	0	ASPC	IPO9-AS1
LINC01088	0	0.680684339	0.113	0.054	0	ASPC	LINC01088
CNTN1	0	0.680310672	0.115	0.031	0	ASPC	CNTN1
UBA52	0	0.678200677	0.291	0.172	0	ASPC	UBA52
TSC22D3	0	0.678134298	0.273	0.187	0	ASPC	TSC22D3
YBX1	0	0.676243726	0.216	0.133	0	ASPC	YBX1
ECM1	0	0.67567663	0.153	0.034	0	ASPC	ECM1
NR4A1	0	0.675669828	0.122	0.055	0	ASPC	NR4A1
AUTS2	0	0.674499307	0.69	0.62	0	ASPC	AUTS2
ARHGAP21	0	0.672292943	0.498	0.41	0	ASPC	ARHGAP21
TGFBR3	0	0.669183903	0.535	0.388	0	ASPC	TGFBR3
ST5	0	0.669130259	0.263	0.134	0	ASPC	ST5
GSTP1	0	0.667794354	0.199	0.101	0	ASPC	GSTP1
RECK	0	0.667075802	0.298	0.183	0	ASPC	RECK
CALM2	0	0.662076347	0.285	0.201	0	ASPC	CALM2
SMOC2	0	0.661566315	0.294	0.187	0	ASPC	SMOC2
TACC1	0	0.661135213	0.641	0.509	0	ASPC	TACC1
C12orf57	0	0.66103596	0.139	0.041	0	ASPC	C12orf57
NFIX	0	0.66065877	0.305	0.211	0	ASPC	NFIX
PEBP1	0	0.659212491	0.204	0.123	0	ASPC	PEBP1
AHNAK2	0	0.658302702	0.137	0.036	0	ASPC	AHNAK2
RPS3A	0	0.656570172	0.187	0.091	0	ASPC	RPS3A
RPL15	0	0.653415558	0.269	0.166	0	ASPC	RPL15
CEBPD	0	0.651439215	0.2	0.126	0	ASPC	CEBPD
HMCN2	0	0.650281017	0.124	0.017	0	ASPC	HMCN2
ADAMTS2	0	0.649977607	0.285	0.188	0	ASPC	ADAMTS2
MORF4L1	0	0.649552835	0.335	0.278	0	ASPC	MORF4L1
DNM1	0	0.649153813	0.306	0.15	0	ASPC	DNM1
C16orf45	0	0.646915644	0.312	0.227	0	ASPC	C16orf45
GUCY1A2	0	0.646559924	0.141	0.036	0	ASPC	GUCY1A2
RFX2	0	0.645365536	0.291	0.224	0	ASPC	RFX2
AC006453.2	0	0.64526667	0.143	0.038	0	ASPC	AC006453.2
YWHAB	0	0.644778719	0.287	0.211	0	ASPC	YWHAB
ADM	0	0.643780095	0.118	0.051	0	ASPC	ADM
KLHL13	0	0.642963839	0.138	0.04	0	ASPC	KLHL13
NT5E	0	0.642614131	0.163	0.042	0	ASPC	NT5E
LRP1	0	0.641207584	0.54	0.425	0	ASPC	LRP1
OSR2	0	0.639281505	0.114	0.012	0	ASPC	OSR2
KLHL29	0	0.63749361	0.258	0.184	0	ASPC	KLHL29
EIF1AX	0	0.637028949	0.196	0.121	0	ASPC	EIF1AX
SMARCA1	0	0.63678944	0.239	0.16	0	ASPC	SMARCA1
AKAP12	0	0.634789161	0.356	0.25	0	ASPC	AKAP12
ANGPTL1	0	0.634095847	0.183	0.101	0	ASPC	ANGPTL1
SOCS3	0	0.633588806	0.117	0.044	0	ASPC	SOCS3
SSC5D	0	0.631959966	0.143	0.03	0	ASPC	SSC5D
PPL	0	0.62764227	0.22	0.125	0	ASPC	PPL
SRPX2	0	0.627535262	0.265	0.146	0	ASPC	SRPX2
PALLD	0	0.626358809	0.394	0.273	0	ASPC	PALLD
PSD3	0	0.626075312	0.354	0.247	0	ASPC	PSD3
GOLGA2	0	0.625943128	0.203	0.123	0	ASPC	GOLGA2
PXDNL	0	0.625823454	0.132	0.074	0	ASPC	PXDNL
PLXDC1	0	0.623255905	0.157	0.033	0	ASPC	PLXDC1
PXN	0	0.62266129	0.283	0.16	0	ASPC	PXN
C17orf58	0	0.622117972	0.119	0.018	0	ASPC	C17orf58
RSL1D1	0	0.619978308	0.154	0.086	0	ASPC	RSL1D1
HSPG2	0	0.61654552	0.484	0.33	0	ASPC	HSPG2
IGFBP7	0	0.616439917	0.416	0.309	0	ASPC	IGFBP7
SGCE	0	0.616222378	0.241	0.152	0	ASPC	SGCE
RPL8	0	0.616103663	0.308	0.209	0	ASPC	RPL8
SEC62	0	0.612682824	0.367	0.305	0	ASPC	SEC62
AL445426.1	0	0.612625229	0.246	0.161	0	ASPC	AL445426.1
IGF2	0	0.610664527	0.101	0.037	0	ASPC	IGF2
ARL6IP5	0	0.609687286	0.281	0.215	0	ASPC	ARL6IP5
RPL36	0	0.607716932	0.304	0.196	0	ASPC	RPL36
SMIM14	0	0.607685209	0.33	0.264	0	ASPC	SMIM14
RPS5	0	0.60760241	0.249	0.157	0	ASPC	RPS5
FAT4	0	0.60692416	0.269	0.164	0	ASPC	FAT4
MAP1A	0	0.605905338	0.103	0.009	0	ASPC	MAP1A
EEF2	0	0.605437738	0.238	0.158	0	ASPC	EEF2
ANTXR2	0	0.604920799	0.424	0.342	0	ASPC	ANTXR2
DBN1	0	0.604634074	0.142	0.03	0	ASPC	DBN1
GPRC5A	0	0.603728588	0.102	0.034	0	ASPC	GPRC5A
ARHGAP10	0	0.603398336	0.511	0.437	0	ASPC	ARHGAP10
HSPB1	0	0.60214301	0.162	0.081	0	ASPC	HSPB1
RPL30	0	0.600743944	0.426	0.332	0	ASPC	RPL30
SPSB1	0	0.59672071	0.199	0.123	0	ASPC	SPSB1
ANPEP	0	0.596118948	0.141	0.027	0	ASPC	ANPEP
FREM1	0	0.595599906	0.246	0.162	0	ASPC	FREM1
RBM25	0	0.592532707	0.534	0.511	0	ASPC	RBM25
GOLIM4	0	0.591752204	0.266	0.176	0	ASPC	GOLIM4
CYTH3	0	0.589321787	0.273	0.192	0	ASPC	CYTH3
FGL2	0	0.589026576	0.177	0.091	0	ASPC	FGL2
SLC39A14	0	0.588900364	0.116	0.049	0	ASPC	SLC39A14
EMX2OS	0	0.587451921	0.122	0.021	0	ASPC	EMX2OS
C12orf60	0	0.58744395	0.116	0.042	0	ASPC	C12orf60
HUNK	0	0.586567982	0.118	0.021	0	ASPC	HUNK
TCF7L1	0	0.5855315	0.364	0.26	0	ASPC	TCF7L1
AGAP1	0	0.583510919	0.487	0.448	0	ASPC	AGAP1
BASP1	0	0.583248999	0.189	0.074	0	ASPC	BASP1
AHNAK	0	0.583026199	0.584	0.519	0	ASPC	AHNAK
PPIC	0	0.582793602	0.135	0.049	0	ASPC	PPIC
ITM2B	0	0.58147338	0.607	0.567	0	ASPC	ITM2B
ZFP36L2	0	0.579750182	0.45	0.348	0	ASPC	ZFP36L2
NAV3	0	0.576033024	0.642	0.532	0	ASPC	NAV3
TUBB	0	0.5758559	0.17	0.089	0	ASPC	TUBB
PLEKHA6	0	0.574480385	0.138	0.047	0	ASPC	PLEKHA6
FKBP5	0	0.573037872	0.405	0.328	0	ASPC	FKBP5
TUBA1B	0	0.572930696	0.211	0.13	0	ASPC	TUBA1B
PPIA	0	0.571615693	0.181	0.1	0	ASPC	PPIA
RBM3	0	0.569146771	0.24	0.174	0	ASPC	RBM3
MPZL1	0	0.568759779	0.299	0.227	0	ASPC	MPZL1
CDH11	0	0.568708334	0.267	0.163	0	ASPC	CDH11
SFRP1	0	0.568546212	0.105	0.038	0	ASPC	SFRP1
VCAN-AS1	0	0.56820886	0.107	0.013	0	ASPC	VCAN-AS1
ERCC1	0	0.567555353	0.192	0.127	0	ASPC	ERCC1
RPL18A	0	0.566973412	0.118	0.034	0	ASPC	RPL18A
RPS21	0	0.565681449	0.319	0.214	0	ASPC	RPS21
LDHA	0	0.565625494	0.178	0.117	0	ASPC	LDHA
GAS1	0	0.562773479	0.2	0.117	0	ASPC	GAS1
MT-ND4L	0	0.561526611	0.363	0.287	0	ASPC	MT-ND4L
POLR2L	0	0.559548462	0.167	0.094	0	ASPC	POLR2L
STARD9	0	0.558044216	0.331	0.208	0	ASPC	STARD9
EEA1	0	0.55786346	0.476	0.424	0	ASPC	EEA1
BX322234.1	0	0.557281285	0.107	0.021	0	ASPC	BX322234.1
SEC24D	0	0.557225074	0.269	0.189	0	ASPC	SEC24D
CALM1	0	0.555307051	0.326	0.257	0	ASPC	CALM1
CTHRC1	0	0.553530449	0.115	0.038	0	ASPC	CTHRC1
MYOF	0	0.551137305	0.419	0.327	0	ASPC	MYOF
BTF3	0	0.550831766	0.178	0.102	0	ASPC	BTF3
COX6C	0	0.55066741	0.206	0.135	0	ASPC	COX6C
NDUFS5	0	0.550034959	0.156	0.088	0	ASPC	NDUFS5
PSMA7	0	0.549008818	0.211	0.142	0	ASPC	PSMA7
SORCS2	0	0.548674865	0.11	0.027	0	ASPC	SORCS2
MUSK	0	0.548509223	0.101	0.026	0	ASPC	MUSK
PCYOX1	0	0.548072674	0.208	0.145	0	ASPC	PCYOX1
FHOD3	0	0.547777841	0.11	0.053	0	ASPC	FHOD3
RPS3	0	0.547171554	0.31	0.219	0	ASPC	RPS3
RIPOR3	0	0.547098904	0.158	0.08	0	ASPC	RIPOR3
MSC-AS1	0	0.544814159	0.233	0.14	0	ASPC	MSC-AS1
EPB41L2	0	0.544208135	0.596	0.465	0	ASPC	EPB41L2
LINC00882	0	0.544125549	0.142	0.078	0	ASPC	LINC00882
FAU	0	0.543033221	0.28	0.183	0	ASPC	FAU
PER2	0	0.542783855	0.162	0.098	0	ASPC	PER2
SELENOS	0	0.542727007	0.221	0.156	0	ASPC	SELENOS
ANKRD36	0	0.542703501	0.321	0.258	0	ASPC	ANKRD36
SLC2A3	0	0.541988271	0.163	0.074	0	ASPC	SLC2A3
RFTN2	0	0.541486981	0.171	0.09	0	ASPC	RFTN2
CSF1	0	0.539972932	0.149	0.063	0	ASPC	CSF1
AC007563.2	0	0.539781217	0.153	0.082	0	ASPC	AC007563.2
STK32B	0	0.537238509	0.166	0.099	0	ASPC	STK32B
ROMO1	0	0.53722509	0.113	0.038	0	ASPC	ROMO1
CAMK2D	0	0.535817711	0.545	0.525	0	ASPC	CAMK2D
SLC37A3	0	0.535188218	0.203	0.119	0	ASPC	SLC37A3
CYP1B1	0	0.535073535	0.148	0.071	0	ASPC	CYP1B1
DPYSL2	0	0.534952407	0.345	0.247	0	ASPC	DPYSL2
TMA7	0	0.534399956	0.151	0.08	0	ASPC	TMA7
RNF115	0	0.533318444	0.356	0.293	0	ASPC	RNF115
TBX15	0	0.532626509	0.138	0.069	0	ASPC	TBX15
ENPEP	0	0.532516536	0.115	0.022	0	ASPC	ENPEP
DUSP1	0	0.532420514	0.233	0.16	0	ASPC	DUSP1
AHI1	0	0.530574612	0.496	0.458	0	ASPC	AHI1
PLEKHA4	0	0.529806913	0.111	0.039	0	ASPC	PLEKHA4
CORO2B	0	0.529047771	0.165	0.088	0	ASPC	CORO2B
LRRC2	0	0.528298975	0.128	0.042	0	ASPC	LRRC2
TAGLN2	0	0.527579018	0.16	0.074	0	ASPC	TAGLN2
RUFY3	0	0.527571182	0.429	0.373	0	ASPC	RUFY3
ADAMTSL4	0	0.527443018	0.163	0.069	0	ASPC	ADAMTSL4
AP001599.1	0	0.527279388	0.108	0.036	0	ASPC	AP001599.1
PCSK6	0	0.52626884	0.113	0.046	0	ASPC	PCSK6
CYB5R3	0	0.525204838	0.196	0.127	0	ASPC	CYB5R3
CLDN11	0	0.524601657	0.184	0.113	0	ASPC	CLDN11
FYN	0	0.523225401	0.537	0.422	0	ASPC	FYN
PTPRS	0	0.520057416	0.391	0.288	0	ASPC	PTPRS
SLC44A1	0	0.517709996	0.29	0.218	0	ASPC	SLC44A1
AC008440.2	0	0.515219679	0.156	0.07	0	ASPC	AC008440.2
ADCY2	0	0.513825666	0.104	0.033	0	ASPC	ADCY2
TWIST2	0	0.51308386	0.322	0.218	0	ASPC	TWIST2
DZIP1	0	0.506487363	0.131	0.041	0	ASPC	DZIP1
STEAP4	0	0.506401018	0.116	0.035	0	ASPC	STEAP4
DOK6	0	0.503437479	0.157	0.073	0	ASPC	DOK6
OLFML2B	0	0.501826245	0.117	0.031	0	ASPC	OLFML2B
SYTL4	0	0.501461183	0.164	0.096	0	ASPC	SYTL4
RPL18	0	0.501133977	0.307	0.23	0	ASPC	RPL18
XYLT1	0	0.500771597	0.331	0.261	0	ASPC	XYLT1
IL33	0	0.497937551	0.163	0.053	0	ASPC	IL33
CAVIN3	0	0.49761471	0.102	0.031	0	ASPC	CAVIN3
GALNT16	0	0.497403038	0.122	0.03	0	ASPC	GALNT16
ELOB	0	0.496961914	0.137	0.065	0	ASPC	ELOB
OST4	0	0.496600282	0.136	0.068	0	ASPC	OST4
ZCCHC24	0	0.49657176	0.216	0.143	0	ASPC	ZCCHC24
ALDH1L2	0	0.496001467	0.126	0.044	0	ASPC	ALDH1L2
GAPDH	0	0.495212785	0.174	0.096	0	ASPC	GAPDH
FKBP9	0	0.495038289	0.188	0.107	0	ASPC	FKBP9
KREMEN1	0	0.494177574	0.168	0.081	0	ASPC	KREMEN1
SH3BGRL3	0	0.492701953	0.187	0.098	0	ASPC	SH3BGRL3
MMP14	0	0.492359648	0.138	0.061	0	ASPC	MMP14
REXO2	0	0.492009676	0.166	0.092	0	ASPC	REXO2
ANXA1	0	0.491167668	0.548	0.454	0	ASPC	ANXA1
KDELR2	0	0.489617294	0.144	0.077	0	ASPC	KDELR2
SESTD1	0	0.488736893	0.429	0.359	0	ASPC	SESTD1
SNX7	0	0.487358619	0.14	0.057	0	ASPC	SNX7
KCNK15-AS1	0	0.486202823	0.12	0.041	0	ASPC	KCNK15-AS1
TCEAL9	0	0.484549139	0.138	0.077	0	ASPC	TCEAL9
RPS9	0	0.483894308	0.318	0.249	0	ASPC	RPS9
OMD	0	0.483652264	0.151	0.085	0	ASPC	OMD
AL117190.2	0	0.480834513	0.107	0.025	0	ASPC	AL117190.2
LRIG3	0	0.479964749	0.216	0.148	0	ASPC	LRIG3
ZNF90	0	0.479508175	0.128	0.049	0	ASPC	ZNF90
TMEM263	0	0.474663221	0.182	0.121	0	ASPC	TMEM263
SPATA22	0	0.474340252	0.155	0.093	0	ASPC	SPATA22
CHCHD2	0	0.473519837	0.165	0.103	0	ASPC	CHCHD2
STXBP6	0	0.472912159	0.184	0.098	0	ASPC	STXBP6
MMP16	0	0.471795831	0.147	0.071	0	ASPC	MMP16
ABLIM1	0	0.471601062	0.514	0.44	0	ASPC	ABLIM1
VKORC1	0	0.470987522	0.102	0.031	0	ASPC	VKORC1
ENAH	0	0.470090873	0.238	0.154	0	ASPC	ENAH
HIST1H4C	0	0.468612467	0.125	0.063	0	ASPC	HIST1H4C
TWIST1	0	0.468171431	0.147	0.088	0	ASPC	TWIST1
CYP4B1	0	0.467757167	0.119	0.05	0	ASPC	CYP4B1
IL6ST	0	0.466712078	0.496	0.447	0	ASPC	IL6ST
CATSPERB	0	0.466453214	0.104	0.054	0	ASPC	CATSPERB
EBF1	0	0.465440917	0.812	0.538	0	ASPC	EBF1
CPXM1	0	0.461995949	0.103	0.035	0	ASPC	CPXM1
MRFAP1	0	0.461988705	0.118	0.053	0	ASPC	MRFAP1
MCOLN3	0	0.461016982	0.124	0.041	0	ASPC	MCOLN3
PCDH18	0	0.460348868	0.14	0.063	0	ASPC	PCDH18
MXRA5	0	0.460229556	0.104	0.039	0	ASPC	MXRA5
SNRPD2	0	0.460187439	0.123	0.06	0	ASPC	SNRPD2
RPS19	0	0.460015851	0.362	0.288	0	ASPC	RPS19
RADIL	0	0.457961603	0.116	0.032	0	ASPC	RADIL
ALDH1A3	0	0.4562214	0.126	0.054	0	ASPC	ALDH1A3
IL15RA	0	0.454106056	0.13	0.06	0	ASPC	IL15RA
UQCRQ	0	0.454073421	0.124	0.066	0	ASPC	UQCRQ
RCN1	0	0.452774982	0.144	0.082	0	ASPC	RCN1
BDH2	0	0.445007504	0.18	0.11	0	ASPC	BDH2
RPL36AL	0	0.444631552	0.156	0.09	0	ASPC	RPL36AL
RABAC1	0	0.439926031	0.144	0.076	0	ASPC	RABAC1
PIGT	0	0.437316013	0.134	0.069	0	ASPC	PIGT
ATP5E	0	0.434648118	0.246	0.16	0	ASPC	ATP5E
NFIA	0	0.433100741	0.759	0.708	0	ASPC	NFIA
GLI3	0	0.429988469	0.391	0.266	0	ASPC	GLI3
GLI2	0	0.424757347	0.126	0.052	0	ASPC	GLI2
KDELR1	0	0.422489881	0.13	0.069	0	ASPC	KDELR1
JAM3	0	0.422414077	0.133	0.057	0	ASPC	JAM3
ATP5H	0	0.422225873	0.11	0.057	0	ASPC	ATP5H
PARD3	0	0.41707339	0.594	0.518	0	ASPC	PARD3
TRAM2	0	0.41618616	0.173	0.107	0	ASPC	TRAM2
SEMA3D	0	0.415482996	0.234	0.147	0	ASPC	SEMA3D
RAI2	0	0.415189632	0.104	0.047	0	ASPC	RAI2
MT-ND4	0	0.413577007	0.875	0.833	0	ASPC	MT-ND4
EVC2	0	0.41324971	0.185	0.12	0	ASPC	EVC2
PABPC1	0	0.412340064	0.424	0.372	0	ASPC	PABPC1
MT-ND1	0	0.410566739	0.809	0.752	0	ASPC	MT-ND1
CD276	0	0.408253385	0.118	0.047	0	ASPC	CD276
SLC27A4	0	0.40687454	0.107	0.056	0	ASPC	SLC27A4
PPDPF	0	0.404400001	0.111	0.057	0	ASPC	PPDPF
CKAP4	0	0.402749133	0.103	0.049	0	ASPC	CKAP4
OLFML1	0	0.402169233	0.12	0.058	0	ASPC	OLFML1
IL17RD	0	0.396148624	0.116	0.042	0	ASPC	IL17RD
CRNDE	0	0.395287038	0.121	0.066	0	ASPC	CRNDE
TMOD2	0	0.394872289	0.15	0.082	0	ASPC	TMOD2
TMEM159	0	0.393096629	0.101	0.043	0	ASPC	TMEM159
LSM3	0	0.38661113	0.102	0.053	0	ASPC	LSM3
TBX18	0	0.380558568	0.108	0.046	0	ASPC	TBX18
LOXL1	0	0.379863938	0.101	0.05	0	ASPC	LOXL1
NFIB	0	0.374566613	0.732	0.623	0	ASPC	NFIB
PSAP	0	0.373444484	0.525	0.481	0	ASPC	PSAP
TNFAIP2	0	0.372831928	0.35	0.262	0	ASPC	TNFAIP2
MXRA7	0	0.371111447	0.113	0.061	0	ASPC	MXRA7
ADGRD1	0	0.370180809	0.247	0.168	0	ASPC	ADGRD1
WDR63	0	0.365371325	0.116	0.059	0	ASPC	WDR63
MX2	0	0.36523375	0.132	0.061	0	ASPC	MX2
ADCY3	0	0.364333704	0.144	0.084	0	ASPC	ADCY3
CTSO	0	0.364300518	0.125	0.07	0	ASPC	CTSO
CFL1	0	0.360852718	0.185	0.117	0	ASPC	CFL1
PRDX5	0	0.355108195	0.102	0.051	0	ASPC	PRDX5
MYO1B	0	0.350325345	0.182	0.096	0	ASPC	MYO1B
FKBP10	0	0.345458053	0.111	0.047	0	ASPC	FKBP10
APP	0	0.343740463	0.428	0.313	0	ASPC	APP
CPXM2	0	0.341577454	0.137	0.058	0	ASPC	CPXM2
ITIH5	0	0.341004076	0.404	0.271	0	ASPC	ITIH5
OSBPL10	0	0.340855027	0.227	0.143	0	ASPC	OSBPL10
CACNA2D3	0	0.339635773	0.244	0.161	0	ASPC	CACNA2D3
PARD3B	0	0.334578763	0.697	0.637	0	ASPC	PARD3B
RHOBTB3	0	0.330492967	0.487	0.375	0	ASPC	RHOBTB3
ZBTB20	0	0.328602077	0.883	0.885	0	ASPC	ZBTB20
HECW2	0	0.322586705	0.127	0.058	0	ASPC	HECW2
LRRC4C	0	0.316793252	0.133	0.073	0	ASPC	LRRC4C
CD109	0	0.312643537	0.177	0.111	0	ASPC	CD109
TC2N	0	0.270555588	0.201	0.12	0	ASPC	TC2N
ITPR3	5.14E-306	0.320386051	0.149	0.09	1.62E-301	ASPC	ITPR3
PTPN13	3.19E-304	0.391249151	0.437	0.364	1.01E-299	ASPC	PTPN13
RBFOX2	3.24E-304	0.398111257	0.481	0.434	1.02E-299	ASPC	RBFOX2
COL6A6	3.81E-301	0.648640837	0.17	0.112	1.20E-296	ASPC	COL6A6
KLF12	1.72E-300	0.271542203	0.31	0.229	5.43E-296	ASPC	KLF12
NCAM2	1.24E-291	0.469614482	0.116	0.065	3.91E-287	ASPC	NCAM2
UBL5	3.03E-290	0.395732961	0.128	0.075	9.55E-286	ASPC	UBL5
SOD1	3.24E-290	0.468689134	0.159	0.103	1.02E-285	ASPC	SOD1
NDUFA1	2.21E-289	0.398862578	0.132	0.079	6.98E-285	ASPC	NDUFA1
FHL1	4.36E-289	0.521467754	0.35	0.284	1.37E-284	ASPC	FHL1
SAMD4A	4.34E-287	0.441562059	0.412	0.344	1.37E-282	ASPC	SAMD4A
KDSR	5.49E-287	0.476293273	0.197	0.138	1.73E-282	ASPC	KDSR
ECM2	4.26E-286	0.490812584	0.399	0.342	1.34E-281	ASPC	ECM2
NORAD	3.01E-284	0.46780358	0.148	0.094	9.48E-280	ASPC	NORAD
APOL3	7.03E-284	0.349689799	0.148	0.091	2.22E-279	ASPC	APOL3
EMP2	2.72E-282	0.442745191	0.21	0.148	8.58E-278	ASPC	EMP2
TCEAL4	2.40E-281	0.52027778	0.153	0.099	7.57E-277	ASPC	TCEAL4
ATP5I	1.75E-280	0.437286618	0.153	0.098	5.52E-276	ASPC	ATP5I
PTMA	4.51E-280	0.402943538	0.315	0.252	1.42E-275	ASPC	PTMA
NOP53	2.24E-277	0.375780223	0.135	0.082	7.07E-273	ASPC	NOP53
LPP	4.05E-277	0.255152456	0.727	0.732	1.28E-272	ASPC	LPP
PA2G4	1.14E-275	0.39417999	0.105	0.058	3.58E-271	ASPC	PA2G4
DBI	1.04E-274	0.336607884	0.14	0.086	3.29E-270	ASPC	DBI
SFRP4	9.12E-272	0.943592483	0.183	0.128	2.88E-267	ASPC	SFRP4
CBR3	3.43E-271	0.324086347	0.113	0.065	1.08E-266	ASPC	CBR3
HPSE2	1.24E-270	0.610513227	0.106	0.06	3.91E-266	ASPC	HPSE2
AKR1C1	2.51E-270	0.587804669	0.159	0.107	7.90E-266	ASPC	AKR1C1
MYO9A	1.26E-268	0.41686557	0.535	0.519	3.98E-264	ASPC	MYO9A
KIAA0930	1.65E-263	0.315398526	0.12	0.071	5.21E-259	ASPC	KIAA0930
TOMM7	1.83E-263	0.427594886	0.196	0.136	5.77E-259	ASPC	TOMM7
MAP3K20	1.10E-261	0.483554382	0.37	0.314	3.48E-257	ASPC	MAP3K20
PLA2R1	2.36E-261	0.482739887	0.253	0.195	7.45E-257	ASPC	PLA2R1
LTBP3	1.16E-259	0.400372315	0.179	0.123	3.65E-255	ASPC	LTBP3
DDAH2	9.57E-259	0.418211839	0.137	0.086	3.02E-254	ASPC	DDAH2
RPS7	4.79E-257	0.431592037	0.225	0.165	1.51E-252	ASPC	RPS7
CCPG1	6.80E-256	0.548420707	0.168	0.116	2.15E-251	ASPC	CCPG1
KITLG	1.65E-253	0.300137046	0.151	0.096	5.19E-249	ASPC	KITLG
CAST	8.04E-250	0.456827678	0.564	0.557	2.54E-245	ASPC	CAST
RPL28	3.64E-249	0.323361245	0.291	0.227	1.15E-244	ASPC	RPL28
NID2	5.86E-249	0.384987964	0.143	0.092	1.85E-244	ASPC	NID2
FAM126A	5.96E-248	0.458504722	0.308	0.254	1.88E-243	ASPC	FAM126A
TEX26-AS1	1.53E-246	0.275484323	0.107	0.061	4.84E-242	ASPC	TEX26-AS1
PSMA4	8.97E-246	0.430785308	0.142	0.092	2.83E-241	ASPC	PSMA4
GLT8D2	5.48E-245	0.310625483	0.141	0.089	1.73E-240	ASPC	GLT8D2
ASAP3	1.93E-243	0.359687408	0.163	0.11	6.09E-239	ASPC	ASAP3
CLMP	3.33E-241	0.359728414	0.364	0.293	1.05E-236	ASPC	CLMP
NDUFA11	4.48E-239	0.351629572	0.103	0.06	1.41E-234	ASPC	NDUFA11
MITF	1.98E-238	0.444237722	0.339	0.283	6.25E-234	ASPC	MITF
UGGT2	2.67E-237	0.511520586	0.428	0.399	8.41E-233	ASPC	UGGT2
TMEM176B	8.55E-235	0.402104429	0.13	0.082	2.70E-230	ASPC	TMEM176B
BIN1	2.29E-234	0.329539742	0.11	0.066	7.22E-230	ASPC	BIN1
SERPINH1	2.08E-231	0.460221694	0.152	0.103	6.55E-227	ASPC	SERPINH1
SPRY1	9.05E-230	0.428757102	0.253	0.194	2.85E-225	ASPC	SPRY1
EPB41L3	1.89E-229	0.323295387	0.375	0.311	5.96E-225	ASPC	EPB41L3
NACA	3.89E-229	0.456964079	0.256	0.201	1.23E-224	ASPC	NACA
ZFAND5	2.76E-226	0.654348781	0.271	0.223	8.72E-222	ASPC	ZFAND5
LINC01239	1.09E-225	0.365424055	0.228	0.169	3.44E-221	ASPC	LINC01239
NENF	7.11E-225	0.33039502	0.102	0.06	2.24E-220	ASPC	NENF
LRRK2	2.10E-224	0.354300277	0.226	0.171	6.62E-220	ASPC	LRRK2
PDGFD	2.95E-224	0.475209167	0.293	0.231	9.32E-220	ASPC	PDGFD
ATF3	8.82E-224	0.446856501	0.122	0.076	2.78E-219	ASPC	ATF3
IFITM2	3.90E-222	0.355492853	0.157	0.106	1.23E-217	ASPC	IFITM2
IRF2BP2	4.40E-222	0.381626871	0.147	0.098	1.39E-217	ASPC	IRF2BP2
PDCD5	2.39E-221	0.361457033	0.106	0.064	7.54E-217	ASPC	PDCD5
HNRNPA0	6.61E-220	0.341017184	0.103	0.061	2.08E-215	ASPC	HNRNPA0
TXNDC15	1.48E-216	0.335096252	0.133	0.087	4.68E-212	ASPC	TXNDC15
TMED9	8.04E-215	0.352720621	0.115	0.071	2.54E-210	ASPC	TMED9
ECE1	9.78E-215	0.363939583	0.245	0.189	3.08E-210	ASPC	ECE1
SAV1	2.05E-214	0.458507259	0.157	0.11	6.47E-210	ASPC	SAV1
STK3	6.28E-212	0.429653008	0.518	0.512	1.98E-207	ASPC	STK3
CALR	1.51E-211	0.38122988	0.2	0.147	4.76E-207	ASPC	CALR
CHD9	3.89E-211	0.328719251	0.666	0.683	1.23E-206	ASPC	CHD9
NHSL2	5.47E-210	0.353114794	0.256	0.196	1.73E-205	ASPC	NHSL2
CYTOR	7.52E-210	0.42159475	0.135	0.09	2.37E-205	ASPC	CYTOR
ANKRD36B	1.75E-208	0.394683826	0.178	0.128	5.53E-204	ASPC	ANKRD36B
CD302	7.09E-208	0.357185864	0.11	0.068	2.24E-203	ASPC	CD302
